Sr.no,Topic,Difficulty,Question,Answer
517,postgresql,Intermediate,How do you prevent duplicate entries in a column that isnt a Primary Key,By applying a unique constrain to that column
518,postgresql,Intermediate,What is an aggregate Function,These functions perform a calculation on a set of values and return a single value
519,postgresql,Intermediate,How do you filter results based on an aggregate function like show departments with more than 10 employees,You must use the having clause after the group by because where cannot be used with aggregate functions
520,postgresql,Intermediate,What is a foreign key,its a column that creates a link between data in two tables it ensures referential integrity by pointing to a primary key in another table
521,postgresql,Intermediate,Does Postgres support json data,Yes it has excellent support for json and jsonb jsonb is the binary version which is faster to process and supports indexing
522,postgresql,Intermediate,What is a view,A view is essentially a stored query it acts like a virtual table that you can query but it doesnt store the data itself
523,postgresql,Intermediate,What is an index and why should we use it,An index is a structure that speeds up data retrieval without it postgres has to do a sequential scan which is very slow for large tables
524,postgresql,Intermediate,Then what is a composite index,Its an index created on multiple columns at once its very useful if your where clause frequently filters by those specific columns together
525,postgresql,Intermediate,How do you start and finish a transaction in postgres,You start with begin and end with commit if something goes wrong you use rollback
526,postgresql,Intermediate,What is a trigger,A trigger is a function that automatically runs when a specific event occurs like an insert update or delete on a table
527,postgresql,Intermediate,What is coalesce,Its a function that returns the first non null value in a list great for setting default values
528,postgresql,Intermediate,How do you back up a postgres database,The most common way is using the pg_dump utility
529,postgresql,Intermediate,How do you find the size of a table,Using the function pg_total_relation_size('table_name')
530,postgresql,Intermediate,What is an array data type in postgres,Postgres allows a column to store an array of values you would use it for things like tags on a blog post so you dont always need a separate mapping table
531,postgresql,Intermediate,What is the difference between a row level lock and a table level lock,A row level lock only blocks other transactions from modifying specific rows a table level lock blocks the entire table
532,postgresql,Advanced,What is the effective cache size setting,Its a hint to the query planner about how much memory is available for disk caching by the operating system
533,postgresql,Advanced,Can postgres handle millions of connections,Not natively because each connection is a process to handle that many you must use a connection pooler like pgbouncer
534,postgresql,Advanced,What is the lateral join,Its like a foreach loop in sql it allows a subquery to refer to columns provided by preceding form items
535,postgresql,Advanced,Can I join two tables from two different Postgres databases,Yes by using the postgres_fdw extension it allows you to access external tables as if they were local
536,postgresql,Advanced,How do you identify the slowest queries in your database,I would use the pg_stat_statements extension it tracks execution statistics for all queries run on the server
537,postgresql,Advanced,What is streaming replication,It is a method where the primary server sends wal records to the standby server in real time to keep them in sync
538,postgresql,Advanced,What is the purpose of commit prepared ,Its used for two phase commit which allows a transaction to be prepared on one server and committed later often across multiple databases
539,postgresql,Advanced,What is row level security,It is a security feature where you can define policies so that users can only see specific rows
540,postgresql,Advanced,Explain the isolation levels in postgres,There are four read uncommitted read committed repeatable read and serializable they control how visible changes from other transactions are
541,postgresql,Advanced,What is the maximum size of a single row in postgres,Technically its 1.6 tb but individual fields are limited to 1 gb via a mechanism called toast
542,postgresql,Advanced,What is toast,Toast is how postgres handles large values it compresses them or moves them to a separate side table so the main table stays lean
543,postgresql,Advanced,What is a brin index and when should i use it,Brin stands for block range index it is designed for very large tables where the data is naturally sorted it is much smaller than a b tree index
544,postgresql,Advanced,What is a cte,cte stands for common table expression it is a temporary result set defined using the with clause it makes complex queries much more readable than using subqueries
545,postgresql,Advanced,Can a cte be recursive,Yes recursive ctes are great for querying hierarchical data like an organizational chart or a family tree
546,postgresql,Advanced,What if two people have the same salary how do you handle ties in ranking,In that case i would use window functions like rank function or dense rank function they allow you to rank rows within a partition of a result set
547,postgresql,Advanced,What is replication,it is the process of copying data from a master server to one or more replica servers for load balancing or backup
548,postgresql,Advanced,Great final question if you could only use one tool to monitor postgres what would it be,I would say pgadmin for a gui experience or pg stat activity for direct real-time insights
549,core python,Easy,What is Python and why is it so popular?,"Python is a high-level, interpreted programming language known for its simple and readable syntax. It allows developers to write fewer lines of code compared to many other languages, which makes development faster and easier. Python is popular because it supports multiple programming paradigms like procedural, object-oriented, and functional programming. It also has a huge ecosystem of libraries for web development, data science, automation, AI, and more."
550,core python,Intermediate,What is the difference between a list and a tuple in Python?,"The main difference between a list and a tuple is mutability. Lists are mutable, meaning their elements can be changed after creation, while tuples are immutable and cannot be modified once created. Lists are generally used when data needs to be changed frequently, whereas tuples are preferred for fixed data and offer slightly better performance and safety."
551,core python,Easy,How do you comment code in Python?,"In Python, single-line comments are written using the # symbol. Anything after # on that line is ignored by the interpreter. For multi-line documentation, Python uses triple quotes which are commonly used for docstrings to describe functions, classes, or modules."
552,core python,Advanced,Explain Python’s memory management system.,"Python manages memory automatically using a private heap space where all objects are stored. The Python memory manager handles allocation and deallocation. Reference counting is used as the primary technique, where an object is removed when its reference count drops to zero. Additionally, Python has a cyclic garbage collector to clean up reference cycles that reference counting alone cannot handle."
553,core python,Intermediate,What is a Python dictionary and how does it work internally?,"A dictionary is a mutable data structure that stores key-value pairs. Internally, dictionaries use a hash table which allows fast lookup, insertion, and deletion. Each key is hashed to determine where the value is stored. This is why dictionary keys must be immutable and hashable, like strings or tuples."
554,core python,Easy,What are variables in Python?,"Variables in Python are names that refer to objects stored in memory. Python does not require explicit type declarations; the type is inferred at runtime. Variables can reference different data types at different times, making Python dynamically typed."
555,core python,Intermediate,What is the difference between == and is?,"The == operator checks value equality, while is checks object identity in memory. Two objects may have the same value but still be stored at different memory locations."
556,core python,Easy,What are Python keywords?,"Python keywords are reserved words that have predefined meanings and cannot be used as identifiers. Examples include if, else, for, while, def, and class."
557,core python,Advanced,What are generators and how are they different from lists?,"Generators produce values one at a time using the yield keyword instead of storing them in memory. This makes them more memory-efficient than lists, especially for large datasets."
558,core python,Intermediate,What is slicing in Python?,"Slicing extracts a portion of a sequence using start, end, and step values. It returns a new sequence without modifying the original."
559,core python,Easy,How do you take user input in Python?,Python uses the input() function to read input from the user. The returned value is always a string and may require type conversion.
560,core python,Intermediate,What is exception handling in Python?,"Exception handling allows programs to catch and handle runtime errors using try, except, else, and finally blocks, preventing crashes."
561,core python,Advanced,Explain the Global Interpreter Lock (GIL).,"The GIL ensures that only one thread executes Python bytecode at a time in CPython, simplifying memory management but limiting CPU-bound parallelism."
562,core python,Easy,What is indentation and why is it important?,Indentation defines code blocks in Python and is mandatory. Incorrect indentation leads to syntax errors or logical issues.
563,core python,Intermediate,What are lambda functions?,"Lambda functions are small anonymous functions defined using the lambda keyword. They are used for short, simple operations."
564,core python,Advanced,What is monkey patching?,"Monkey patching modifies classes or modules at runtime. While powerful, it can make code harder to maintain and debug."
565,core python,Easy,What is a function in Python?,A function is a reusable block of code defined using def. It helps reduce repetition and improve code organization.
566,core python,Intermediate,Difference between append() and extend()?,"append() adds a single element to a list, while extend() adds elements from another iterable."
567,core python,Advanced,What are metaclasses?,Metaclasses control class creation. They define how classes behave and are mainly used in advanced frameworks.
568,core python,Easy,What data types are built into Python?,"Python includes int, float, str, list, tuple, set, and dict as built-in data types."
569,core python,Intermediate,What is list comprehension?,List comprehension provides a concise way to create lists using expressions and optional conditions.
570,core python,Advanced,Difference between shallow copy and deep copy?,"Shallow copy duplicates references, while deep copy creates independent objects recursively."
571,core python,Easy,What does len() do?,len() returns the number of items in a sequence or collection.
572,core python,Intermediate,What are modules and packages?,"Modules are single Python files, while packages are collections of modules organized in directories."
573,core python,Advanced,How does Python handle multithreading?,"Python supports threading, but due to the GIL, it is best suited for I/O-bound tasks rather than CPU-bound tasks."
574,core python,Easy,What is print() used for?,print() outputs data to the console for display or debugging.
575,core python,Intermediate,What is *args and **kwargs?,"*args allows variable positional arguments, while **kwargs allows variable keyword arguments."
576,core python,Advanced,Explain Python decorators.,"Decorators modify the behavior of functions without changing their code, commonly used for logging or authorization."
577,core python,Easy,What is a boolean?,A boolean represents True or False values used in logical operations.
578,core python,Intermediate,Difference between break and continue?,"break exits the loop, while continue skips the current iteration."
579,core python,Advanced,What is Python MRO?,Method Resolution Order defines the order in which Python searches for methods in inheritance.
580,core python,Easy,What is a string?,A string is an immutable sequence of characters enclosed in quotes.
581,core python,Intermediate,What is the with statement?,The with statement simplifies resource management by automatically handling setup and cleanup.
582,core python,Advanced,What is serialization?,Serialization converts objects into a storable or transferable format like JSON or pickle.
583,core python,Easy,What does type() do?,type() returns the data type of an object.
584,core python,Intermediate,What is recursion?,"Recursion is when a function calls itself to solve smaller subproblems, requiring a base case."
585,core python,Advanced,Explain closures.,Closures are functions that remember variables from their enclosing scope even after execution.
586,core python,Easy,What is None?,None represents the absence of a value in Python.
587,core python,Intermediate,What are sets?,Sets are unordered collections of unique elements useful for membership testing.
588,core python,Advanced,What is duck typing?,"Duck typing focuses on behavior rather than type; if an object behaves correctly, it is accepted."
589,core python,Easy,What is an interpreter?,"An interpreter executes code line by line, enabling easier debugging."
590,core python,Intermediate,Difference between sort() and sorted()?,"sort() modifies the list in place, while sorted() returns a new sorted list."
591,core python,Advanced,What is Python bytecode?,Bytecode is an intermediate representation executed by the Python Virtual Machine.
592,core python,Easy,What is a loop?,A loop repeatedly executes code while a condition is met.
593,core python,Intermediate,What is a virtual environment?,A virtual environment isolates project dependencies to avoid conflicts.
594,core python,Advanced,Explain async and await.,"async and await enable asynchronous, non-blocking execution for I/O-bound tasks."
595,core python,Easy,What does pass do?,pass is a placeholder statement that does nothing.
596,core python,Intermediate,What is file handling?,File handling involves reading and writing files using Python functions.
597,core python,Advanced,What is dependency injection?,Dependency injection provides dependencies externally to improve modularity and testability.
598,core python,Easy,Why is Python beginner-friendly?,Python’s simple syntax and large ecosystem make it easy for beginners to learn and use.
599,pytorch,Easy,What is PyTorch?,"PyTorch is an open-source deep learning framework developed by Facebook AI Research. It is primarily used to build, train, and deploy neural networks. One of its biggest strengths is its dynamic computation graph, which allows developers to define and modify models during runtime. PyTorch integrates seamlessly with Python, making debugging intuitive. It also provides strong GPU acceleration and a large ecosystem, which makes it suitable for both research and production use cases."
600,pytorch,Intermediate,What is a tensor in PyTorch?,"A tensor is the core data structure in PyTorch and represents a multi-dimensional array similar to NumPy arrays. However, PyTorch tensors support automatic differentiation and GPU acceleration. Tensors store input data, model parameters, intermediate computations, and gradients during training, making them central to deep learning workflows."
601,pytorch,Easy,How is PyTorch different from NumPy?,"PyTorch tensors resemble NumPy arrays but add automatic differentiation through autograd and support GPU execution. These features make PyTorch suitable for deep learning, while NumPy is primarily used for CPU-based numerical computation."
602,pytorch,Advanced,Explain PyTorch’s dynamic computation graph.,"PyTorch builds computation graphs dynamically during runtime. This allows control flow such as loops and conditionals inside the model’s forward pass. Dynamic graphs improve flexibility, make debugging easier, and are well-suited for research and experimental architectures."
603,pytorch,Intermediate,What is autograd in PyTorch?,"Autograd is PyTorch’s automatic differentiation engine. It records tensor operations during the forward pass and computes gradients automatically during backpropagation using the chain rule, eliminating manual gradient calculations."
604,pytorch,Easy,How do you create a tensor in PyTorch?,"Tensors can be created using torch.tensor(), torch.zeros(), torch.ones(), torch.randn(), or by converting NumPy arrays into tensors. These methods allow flexible initialization depending on the use case."
605,pytorch,Advanced,How does PyTorch handle backpropagation internally?,"PyTorch records all operations in a computation graph during the forward pass. When backward() is called, it traverses the graph in reverse and computes gradients using the chain rule, storing them in the .grad attribute of leaf tensors."
606,pytorch,Intermediate,What is the difference between requires_grad and torch.no_grad()?,"requires_grad enables gradient tracking for training, while torch.no_grad() disables it for inference. This reduces memory usage and improves performance during evaluation."
607,pytorch,Easy,What is a PyTorch model?,"A PyTorch model is typically a class inheriting from nn.Module. It defines layers in the constructor and specifies data flow in the forward method, making models modular and reusable."
608,pytorch,Advanced,What are leaf tensors in PyTorch?,"Leaf tensors are user-created tensors with requires_grad=True. Gradients are stored only for leaf tensors after backpropagation, which is important for parameter updates."
609,pytorch,Intermediate,What is nn.Module?,"nn.Module is the base class for all neural network components in PyTorch. It manages parameters, supports device transfers, and enables saving and loading models."
610,pytorch,Easy,How do you move a tensor to GPU?,A tensor can be moved to GPU using .cuda() or .to('cuda') if a CUDA-enabled GPU is available.
611,pytorch,Advanced,Explain gradient accumulation in PyTorch.,"Gradients accumulate by default in PyTorch. Calling backward() multiple times adds gradients, so optimizer.zero_grad() must be used to clear gradients before each update step."
612,pytorch,Intermediate,What is an optimizer in PyTorch?,"An optimizer updates model parameters using gradients. PyTorch provides optimizers like SGD, Adam, and RMSprop that differ in convergence behavior and stability."
613,pytorch,Easy,What does model.eval() do?,"model.eval() switches the model to evaluation mode, ensuring layers like dropout and batch normalization behave correctly during inference."
614,pytorch,Advanced,How does Batch Normalization behave differently in training and evaluation?,"During training, batch normalization uses batch statistics. During evaluation, it uses running averages computed during training to ensure stable outputs."
615,pytorch,Intermediate,What is a loss function?,A loss function measures the difference between predicted outputs and actual targets. It guides the optimizer during training.
616,pytorch,Easy,What is torch.utils.data.Dataset?,It is an abstract class representing a dataset. Custom datasets implement __len__ and __getitem__ for efficient data loading.
617,pytorch,Advanced,What is DataLoader and why is it important?,"DataLoader handles batching, shuffling, and parallel data loading, making training efficient and scalable."
618,pytorch,Intermediate,Difference between view() and reshape()?,"view() works only on contiguous tensors, while reshape() is more flexible and creates copies if required."
619,pytorch,Easy,What is a forward pass?,A forward pass processes input data through the model to produce predictions.
620,pytorch,Advanced,Explain exploding and vanishing gradients.,"Exploding gradients cause unstable updates, while vanishing gradients slow learning. Techniques like normalization and gradient clipping help mitigate these issues."
621,pytorch,Intermediate,What is transfer learning in PyTorch?,"Transfer learning uses pretrained models as a starting point and fine-tunes them for new tasks, reducing training time and improving performance."
622,pytorch,Easy,What does torch.save() do?,torch.save() serializes model parameters or objects so they can be stored and reused later.
623,pytorch,Advanced,What is mixed precision training?,Mixed precision training uses both 16-bit and 32-bit floating-point arithmetic to speed up training and reduce memory usage while maintaining accuracy.
624,pytorch,Intermediate,Difference between state_dict and full model save?,"state_dict saves only model parameters, making it flexible and portable, while full model saving includes architecture."
625,pytorch,Easy,What is a batch?,A batch is a subset of data processed together during training to balance performance and memory usage.
626,pytorch,Advanced,Explain custom autograd functions.,Custom autograd functions define manual forward and backward logic for specialized operations.
627,pytorch,Intermediate,What is dropout?,Dropout randomly disables neurons during training to reduce overfitting and improve generalization.
628,pytorch,Easy,What is torch.zeros_like() used for?,It creates a zero-filled tensor with the same shape and type as another tensor.
629,pytorch,Advanced,How does PyTorch support distributed training?,"PyTorch supports distributed training using torch.distributed, enabling multi-GPU and multi-node training."
630,pytorch,Intermediate,What is gradient clipping?,Gradient clipping limits gradient magnitude to stabilize training and prevent exploding gradients.
631,pytorch,Easy,What is a parameter in PyTorch?,A parameter is a learnable tensor registered within a model and updated during training.
632,pytorch,Advanced,What is TorchScript?,TorchScript converts PyTorch models into a production-ready format that can run independently of Python.
633,pytorch,Intermediate,What is weight initialization?,Weight initialization sets starting values for parameters and significantly impacts convergence speed and stability.
634,pytorch,Easy,What does optimizer.step() do?,optimizer.step() updates model parameters using computed gradients.
635,pytorch,Advanced,Explain memory leaks in PyTorch.,Memory leaks occur when computation graphs are unintentionally retained. Proper detaching and clearing references prevents this.
636,pytorch,Intermediate,What is detach() used for?,"detach() removes a tensor from the computation graph, stopping gradient flow."
637,pytorch,Easy,What is inference in PyTorch?,Inference is the process of using a trained model to make predictions on new data.
638,pytorch,Advanced,Explain model parallelism vs data parallelism.,"Data parallelism splits data across devices, while model parallelism splits the model itself to scale training."
639,pytorch,Intermediate,What is learning rate?,The learning rate controls how much parameters change during optimization.
640,pytorch,Easy,What does torch.manual_seed() do?,It ensures reproducibility by fixing random number generation.
641,pytorch,Advanced,What is checkpointing in PyTorch?,Checkpointing saves model states periodically so training can resume after interruptions.
642,pytorch,Intermediate,What is early stopping?,"Early stopping halts training when validation performance stops improving, preventing overfitting."
643,pytorch,Easy,What is a CUDA tensor?,A CUDA tensor resides on the GPU for faster computation.
644,pytorch,Advanced,Explain custom loss functions.,Custom loss functions are defined to meet task-specific requirements using tensor operations.
645,pytorch,Intermediate,What is batch size?,Batch size determines how many samples are processed before model updates.
646,pytorch,Easy,What is torch.mean() used for?,torch.mean() computes the average of tensor elements.
647,pytorch,Advanced,How does PyTorch handle device management?,PyTorch allows explicit movement of tensors and models between CPU and GPU for optimized execution.
648,pytorch,Easy,Why is PyTorch popular among researchers?,"PyTorch offers flexibility, dynamic graphs, and easy debugging, making it ideal for research and experimentation."
649,react javascript,Easy,How do you output a variable value inside JSX,By wrapping the variable in curly braces: {variableName}
650,react javascript,Easy,What is the correct file extension for a React component that uses JSX,.jsx or .tsx
651,react javascript,Easy,What is the children prop,A special prop that contains whatever content is passed between the opening and closing tags of a component
652,react javascript,Easy,Which hook is used to handle side effects like fetching data,Which hook is used to handle side effects like fetching data
653,react javascript,Easy,What is the syntax to import a CSS file in a React component,import './App.css';
654,react javascript,Easy,How do you handle a click event in React,Using the onClick attribute
655,react javascript,Easy,What is the default port for a Create React App server,3000
656,react javascript,Easy,Can you return multiple elements from a component without a wrapper div,"Yes, using Fragments (<></> or <React.Fragment>)"
657,react javascript,Easy,What is the purpose of className in React,It is used to apply CSS classes
658,react javascript,Easy,What does npm start usually do in a React project,It runs the app in development mode
659,react javascript,Easy,Is React a framework or a library,It is a JavaScript library for building user interfaces
660,react javascript,Easy,What is the main entry file in a standard React application,Usually index.js or main.jsx
661,react javascript,Easy,What is the rule regarding component names,They must start with a capital letter
662,react javascript,Easy,How do you access a DOM element directly,Using the useRef hook
663,react javascript,Easy,Can you use class as an attribute name in JSX,"No, you must use className because class is a reserved keyword in JavaScript"
664,react javascript,Easy,"What is ""One-way data binding""",Data flows down from parent to child via props
665,react javascript,Easy,How do you export a component as the default export,export default ComponentName;
666,react javascript,Easy,What is the purpose of package.json,"It tracks dependencies, scripts, and project versioning"
667,react javascript,Easy,Can a parent component change the state of a child component directly,"No, not directly; it must pass data via props or use a ref"
668,react javascript,Easy,How do you comment out code inside JSX,{/* This is a comment */}
669,react javascript,Intermediate,"Explain ""Lifting State Up""",Moving shared state to the closest common ancestor of the components that need it
670,react javascript,Intermediate,What is the difference between useEffect and useLayoutEffect,useEffect runs asynchronously after the render is painted to the screen; useLayoutEffect runs synchronously after DOM mutations but before the paint
671,react javascript,Intermediate,"What is a ""Controlled Component""",An input form element whose value is controlled by React state (single source of truth)
672,react javascript,Intermediate,What is the purpose of React.memo,"It is a higher-order component that memoizes a functional component, preventing re-renders if props haven't changed"
673,react javascript,Intermediate,"How do you create a ""Custom Hook""","By creating a JavaScript function whose name starts with ""use"" and that calls other hooks"
674,react javascript,Intermediate,What is the issue with using an array index as a key,It can negatively impact performance and cause issues with component state if the list order changes
675,react javascript,Intermediate,What is the cleanup function in useEffect,A function returned by the effect that runs before the component unmounts or before the effect re-runs
676,react javascript,Intermediate,What is useReducer used for,It is an alternative to useState for managing complex state logic involving multiple sub-values or when the next state depends on the previous one
677,react javascript,Intermediate,"How do you implement ""Lazy Loading"" in React",Using React.lazy() and wrapping the component in <Suspense>
678,react javascript,Intermediate,"What is the ""Rules of Hooks""",Hooks can only be called at the top level (not inside loops/conditions) and only from React functions
679,react javascript,Intermediate,How do you force a component to re-render,By changing its state or props
680,react javascript,Intermediate,What is the difference between Link (from React Router) and a standard <a> tag,Link updates the URL and renders the new view without reloading the page; <a> causes a full page refresh
681,react javascript,Intermediate,How do you handle error boundaries in functional components,You can't directly; you must use a Class component or a library like react-error-boundary
682,react javascript,Intermediate,"What is ""Batching"" in React",React groups multiple state updates into a single re-render for better performance
683,react javascript,Intermediate,How do you pass a parameter to an event handler,Using an arrow function
684,react javascript,Intermediate,What is the significance of the key prop,"It helps React identify which items have changed, are added, or are removed, optimizing the reconciliation process"
685,react javascript,Intermediate,What is the difference between super() and super(props) in class components,super(props) allows you to access this.props inside the constructor; super() alone does not
686,react javascript,Intermediate,Can you use async/await directly in the useEffect callback,"No, because useEffect expects a cleanup function or nothing returned, but async functions return a Promise. You must define an async function inside the effect and call it"
687,react javascript,Intermediate,"How do you implement a ""Dark Mode"" toggle",Typically using a Context provider to hold the theme state and passing the current theme to styled components or CSS classes
688,react javascript,Intermediate,"Explain ""Dependency Injection"" in the context of React","Passing services or data sources as props (or via Context) rather than importing them directly, making components easier to test"
689,react javascript,Advanced,"Explain the React ""Fiber"" architecture","It is the internal reconciliation engine in React 16+ that enables incremental rendering, allowing React to pause, abort, or prioritize work."
690,react javascript,Advanced,"What is ""Reconciliation""",The process of diffing the Virtual DOM with the previous one to determine the most efficient way to update the Real DOM
691,react javascript,Advanced,"How does React handle ""Synthetic Events""",React uses a single global event listener (Event Delegation) at the root and wraps native browser events in a cross-browser wrapper called SyntheticEvent
692,react javascript,Advanced,"What is ""Concurrent Mode""",A set of features that help React apps stay responsive by rendering trees without blocking the main thread
693,react javascript,Advanced,How does Server-Side Rendering (SSR) differ from Static Site Generation (SSG) in the context of Hydration,SSR builds HTML on-demand per request; SSG builds it at compile time. Hydration is the client-side process where React attaches listeners to that pre-rendered HTML
694,react javascript,Advanced,"What is the ""Tearing"" problem in UI",A visual inconsistency where the UI shows different values for the same state simultaneously
695,react javascript,Advanced,"What is ""Suspense"" and how does it work internally","Suspense allows components to ""wait"" for something (like data) before rendering. Internally, the child component throws a Promise, which React catches to show a fallback until the Promise resolves"
696,react javascript,Advanced,Why shouldn't you update state during rendering,It causes an infinite loop of re-renders
697,react javascript,Advanced,What is the difference between React.createElement and JSX,JSX is syntactic sugar that gets compiled (transpiled) into React.createElement calls
698,react javascript,Advanced,"Explain ""Inversion of Control"" in React","Instead of a component controlling its child's logic, it accepts a ""render prop"" or function child, giving control back to the consumer of the component"
699,react javascript,Advanced,"What is ""Automatic Batching"" in React 1","React 18 batches state updates inside promises, timeouts, and native event handlers, which previous versions did not do"
700,react javascript,Advanced,"How do you implement an ""Error Boundary"" that catches async errors",Standard Error Boundaries do not catch async errors. You must implement a custom global error handler or use window.onerror / unhandledrejection listeners
701,react javascript,Advanced,"What is the ""Higher-Order Component"" (HOC) naming convention","HOCs usually start with with (e.g., withRouter, withAuth)"
702,react javascript,Advanced,"What is ""Portals"" event bubbling behavior","Even if a portal renders outside the parent DOM, the React event tree still propagates events to the React parent component, not the DOM parent"
703,react javascript,Advanced,How do you optimize a context that changes frequently,"Use libraries like Recoil/Zustand, or optimize by memoizing the Context value and splitting Contexts"
704,react javascript,Advanced,"What is the ""Dispatcher"" in React internals",The internal mechanism that keeps track of which hook implementation (mount vs update) should be used during rendering
705,react javascript,Advanced,"Explain the ""Observer Pattern"" in Redux","The Store holds state; the View subscribes to the Store; when state changes, the Store notifies all subscribers to update"
706,react javascript,Advanced,What is the difference between hydration and rendering,Rendering creates DOM nodes from scratch; Hydration attaches event listeners to existing DOM nodes generated by the server
707,react javascript,Advanced,How can you memoize a component that accepts a React Node (children) as a prop,It is difficult because children is essentially a new object/array on every render. You often shouldn't memoize wrapper components for this reason
708,react javascript,Advanced,"What is ""Tree Shaking""",A build optimization step (usually by bundlers like Webpack/Rollup) that removes unused code from the final bundle
709,redis database,Easy,What is Redis,Redis stands for Remote Dictionary Server it is an open source in-memory NoSQL key value store primarily used as a cache or a fast response database
710,redis database,Easy,Why is Redis considered so fast,Because it stores and serves data entirely from RAM rather than from a disk or SSD
711,redis database,Easy,What kind of data can i actually store in Redis is it just strings,No besides strings you have lists hashes sets and sorted sets
712,redis database,Easy,How do I see how much memory Redis is currently using,You can use the info memory command it gives a detailed breakdown of used memory peak memory and fragmentation
713,redis database,Easy,Can I store a negative value in Redis ,Yes absolutely
714,redis database,Easy,What is the difference between sismember and smembers,sismember checks if a specific value exists in a set while smembers returns every single item in that set
715,redis database,Easy,What if I want to append text to an existing string key,There is an append command it adds the value to the end of the current string and returns the new total length
716,redis database,Easy,What is the type command used for,It tells you the data structure of the key whether it is a string list set zset or hash
717,redis database,Easy,Does Redis support IPv6,Yes since version 2.8
718,redis database,Easy,How do you stop a running Redis server,Using the command shutdown It saves the data to disk before closing
719,redis database,Easy,Can you set multiple TTLs on one key,No only one TTL per key
720,redis database,Easy,How do you see the uptime of the server,Under the info server section
721,redis database,Easy,Is it possible to undo a flushall ,No once its gone its gone unless you have a backup RDB file
722,redis database,Easy,What is lindex ,It gets an element from a list by its index
723,redis database,Easy,Can I use Redis on a Raspberry Pi,Yes it�s very lightweight and runs great on small ARM devices
724,redis database,Easy,Is Redis single threaded,Yes the core execution is single-threaded to avoid locking overhead
725,redis database,Easy,Is there a way to increment a value inside a Hash,Yes using hincrby
726,redis database,Intermediate,Lets say I want to store a User object with a name email and age which data type is best,A hash would be perfect for that It allows you to store multiple field value pairs under a single key which is very memory efficient
727,redis database,Intermediate,What if I have a list of tasks and I want to add a new task to the very beginning,You would use LPUSH It adds the element to the head of the list
728,redis database,Intermediate,And if I want to get that task and remove it at the same time,use LPOP to take it from the beginning or RPOP if treating the list like a queue
729,redis database,Intermediate,What is the main difference between a Set and a List,Lists are ordered and allow duplicate values sets are unordered and automatically handle uniqueness you can't have the same member twice
730,redis database,Intermediate,Can you explain what Pipelining is,Pipelining is when the client sends a batch of commands to the server all at once without waiting for the replies in between It saves a lot of time by reducing network round trips
731,redis database,Intermediate,What happens if i try to add a member to a set that�s already there,The SADD command will simply return 0 and nothing changes because Sets only store unique members
732,redis database,Intermediate,What is a cache miss,when the application looks for data in Redis but it is not there the app then has to go to the slower primary database to fetch it
733,redis database,Intermediate,Suppose i want to find the intersection of two sets is there a command for that,Yes SINTER it is very useful for things like finding common friends between two users
734,redis database,Intermediate,Is there a way to increment a value inside a Hash,Yes using HINCRBY
735,redis database,Intermediate,If i am using RDB can i lose data,Yes since RDB saves at intervals if the server crashes between saves you lose everything since the last snapshot
736,redis database,Intermediate,Then why use RDB at all,It is great for backups it is a single compact file that you can easily move to s3 or another server for disaster recovery
737,redis database,Intermediate,What is the MONITOR command and when should you use it,It shows every single command the server is processing in real time it is great for debugging but terrible for performance so i had never leave it running in production
738,redis database,Intermediate,How do you secure a Redis instance,First i would bind it to localhost or a private VPC then i would enable a strong password using requirepass and rename dangerous commands like FLUSHALL
739,redis database,Intermediate,If i have 100 Sentinels and 1 master is that a good setup,Usually 3 or 5 Sentinels are enough you just need an odd number to reach a Quorum for voting
740,redis database,Intermediate,How do you rename a key safely,I would use RENAME if i want to ensure i dont overwrite an existing key i would use RENAMENX
741,redis database,Intermediate,Redis vs Memcached why choose Redis,Redis has data structures persistence and replication but Memcached is just a simple string cache
742,redis database,Intermediate,What is the complexity of getting a value from a Hash,It is O(1)
743,redis database,Advanced,Explain the difference between RDB and AOF persistence and which one would you choose,RDB takes snapshots at intervals while AOF logs every single write command I would usually use both AOF for better data safety and RDB for faster backups and restarts
744,redis database,Advanced,If my Redis instance is running out of memory what does it do,It follows an Eviction Policy for example with LRU it will delete the oldest least used keys to make room for new ones
745,redis database,Advanced,Is Redis replication synchronous,No it is asynchronous the master returns success to the client after writing locally and then propagates the data to replicas in the background
746,redis database,Advanced,How does AOF handle a situation where the disk is full and the log gets corrupted,Redis provides a tool called redis check aof that can fix the file by removing the partially written command at the end
747,redis database,Advanced,Explain the SCAN command Why is it better than KEYS *,KEYS * blocks the entire server until it finishes scanning SCAN uses a cursor to give you the keys in small batches so the server stays responsive
748,redis database,Advanced,If I delete a million keys at once using a script what happens,The server might freeze for a few seconds to avoid this I would  use a script to delete them in smaller batches or use the UNLINK command
749,redis database,Advanced,Can I set an expiration for a single field inside a Hash,No Redis only supports expiration for the entire key if you need field level expiration you would have to manage that logic in your application code
750,redis database,Advanced,What is Object Sharing in Redis,To save memory Redis shares small integer objects internally so it doesnt have to create a new object every time
751,redis database,Advanced,What is Client side Caching in Redis 6,It is a feature where Redis notifies the application when a key has changed so the application can safely keep a local copy of the data
752,redis database,Advanced,How do you handle Hot Keys,If one key is getting millions of hits i might create replicas of that key  or use a local cache in the app layer to reduce the load on Redis
753,redis database,Advanced,What is Redis Serialization Protocol,It is the simple text-based protocol that Redis clients use to talk to the Redis server
